transaction_id,customer_id,account_number,transaction_type,transaction_mode,transaction_category,transaction_amount,currency,transaction_status,transaction_datetime,value_date,merchant_id,merchant_name,merchant_category_code,location,geo_latitude,geo_longitude,device_id,device_type,ip_address,browser_info,channel,bank_branch_code,initiated_by,reference_number,authorization_code,reversal_flag,parent_transaction_id,remarks,transaction_fee,gst_amount,net_amount,fraud_flag,risk_score,created_at,updated_at,created_by,updated_by
a54aa3dc-38d3-4d21-9d8d-0d640f9d59e1,CUST1010,ACC10000010,credit,Card,loan,3029.35,USD,Failed,2025-04-15T18:05:21.858298,2025-04-16T18:05:21.858298,M123,Amazon,5931,Mumbai,22.682624,86.127435,2af3d142,Windows,192.168.186.207,Mozilla/5.0,Web,BR201,merchant,6c2e0bd9-c63,465999,true,,Sample transaction,30.29,5.45,2993.61,true,46,2025-04-15T18:05:21.858298,2025-05-25T18:05:21.858411,system,system
dc1b91d7-42b2-4497-8cea-5e162fd85f01,CUST1011,ACC10000011,refund,Card,utilities,14935.26,INR,Pending,2025-03-03T18:05:21.858439,2025-03-04T18:05:21.858439,M123,Amazon,5455,Chennai,19.089248,81.637543,0bc97074,Linux,192.168.171.54,Mozilla/5.0,POS,BR469,customer,33ff9a1e-068,315561,false,,Sample transaction,149.35,26.88,14759.03,true,94,2025-03-03T18:05:21.858439,2025-05-25T18:05:21.858734,system,system
0e138a37-5671-477c-bede-36bdf48c1e92,CUST1012,ACC10000012,reversal,Cheque,utilities,17482.68,EUR,Success,2024-12-30T18:05:21.858794,2024-12-31T18:05:21.858794,M456,Flipkart,5911,Delhi,14.800768,86.923192,d64f8a17,Windows,192.168.87.23,Mozilla/5.0,Mobile,BR278,customer,683dbb2d-ede,512839,true,,Sample transaction,174.83,31.47,17276.379999999997,true,12,2024-12-30T18:05:21.858794,2025-05-25T18:05:21.858888,system,system
7d33779c-b7e8-48cc-9aa1-b9901753afd0,CUST1013,ACC10000013,debit,Card,utilities,18970.98,INR,Success,2025-01-06T18:05:21.858928,2025-01-07T18:05:21.858928,M123,Amazon,5592,Kolkata,15.334135,75.373723,1a12586a,Windows,192.168.11.202,Mozilla/5.0,Web,BR411,customer,388883ab-e54,603134,false,,Sample transaction,189.71,34.15,18747.12,false,63,2025-01-06T18:05:21.858928,2025-05-25T18:05:21.859018,system,system
edcc7aec-713d-4be1-91a3-985fae1c66a2,CUST1014,ACC10000014,credit,Net Banking,shopping,4361.81,USD,Success,2025-03-14T18:05:21.859056,2025-03-15T18:05:21.859056,M123,Amazon,5227,Bangalore,21.47741,73.861433,b60d9f39,Android,192.168.226.105,Mozilla/5.0,POS,BR998,merchant,1df05a43-1e6,502178,false,,Sample transaction,43.62,7.85,4310.34,false,31,2025-03-14T18:05:21.859056,2025-05-25T18:05:21.859119,system,system
3d9981a6-a521-4d21-8d03-d618a846cba3,CUST1015,ACC10000015,debit,Card,utilities,34877.78,USD,Success,2025-01-21T18:05:21.859156,2025-01-22T18:05:21.859156,M123,Amazon,5948,Bangalore,22.096087,85.861819,3a4600fe,Linux,192.168.48.54,Mozilla/5.0,Mobile,BR201,bank,78955fda-445,774044,true,,Sample transaction,348.78,62.78,34466.22,true,28,2025-01-21T18:05:21.859156,2025-05-25T18:05:21.859221,system,system
225146d1-abd6-40d6-b625-76639eb6367b,CUST1016,ACC10000016,credit,Card,fuel,37105.43,EUR,Declined,2025-02-28T18:05:21.859250,2025-03-01T18:05:21.859250,M456,Flipkart,5327,Kolkata,20.486131,72.002852,bf795405,Android,192.168.80.213,Mozilla/5.0,Mobile,BR267,customer,91c70f6c-bcf,969451,false,,Sample transaction,371.05,66.79,36667.59,true,26,2025-02-28T18:05:21.859250,2025-05-25T18:05:21.859320,system,system
da15e8a8-e9e0-4992-880f-fc0c42a4ad9b,CUST1017,ACC10000017,refund,Cheque,fuel,41752.62,EUR,Pending,2024-12-18T18:05:21.859362,2024-12-19T18:05:21.859362,M789,Reliance Mart,5709,Bangalore,12.707515,78.937712,fdc78642,Android,192.168.255.198,Mozilla/5.0,Mobile,BR377,bank,f7f9e437-531,487750,true,,Sample transaction,417.53,75.16,41259.93,true,36,2024-12-18T18:05:21.859362,2025-05-25T18:05:21.859451,system,system
b410860a-a8ea-4dd9-9910-a2d93210f2a5,CUST1018,ACC10000018,refund,Cheque,salary,10384.13,EUR,Pending,2025-03-21T18:05:21.859479,2025-03-22T18:05:21.859479,M789,Reliance Mart,5759,Mumbai,24.029784,79.052427,31ef9951,Windows,192.168.89.159,Mozilla/5.0,POS,BR110,bank,6052335d-a50,605274,true,,Sample transaction,103.84,18.69,10261.599999999999,true,19,2025-03-21T18:05:21.859479,2025-05-25T18:05:21.859558,system,system
40ccc610-368b-4780-8032-9b88f43cf945,CUST1019,ACC10000019,credit,Card,salary,22641.87,EUR,Success,2025-04-27T18:05:21.859750,2025-04-28T18:05:21.859750,M123,Amazon,5823,Delhi,20.489367,87.584171,179916a8,Android,192.168.17.63,Mozilla/5.0,Web,BR449,bank,bf53f3d3-7d4,261803,false,,Sample transaction,226.42,40.76,22374.690000000002,false,24,2025-04-27T18:05:21.859750,2025-05-25T18:05:21.859999,system,system
4887e3fb-fdd2-4cb2-9f4c-e21ffca845b4,CUST1020,ACC10000020,debit,Cheque,shopping,32648.2,INR,Failed,2024-12-15T18:05:21.860071,2024-12-16T18:05:21.860071,M456,Flipkart,5636,Mumbai,26.290227,74.063917,e907399e,iOS,192.168.216.163,Mozilla/5.0,ATM,BR649,customer,b9e440cb-c9e,112818,true,,Sample transaction,326.48,58.77,32262.95,false,62,2024-12-15T18:05:21.860071,2025-05-25T18:05:21.860197,system,system
68049b61-2322-4dc6-a4b1-6939bbb2807b,CUST1021,ACC10000021,refund,Card,shopping,38968.87,USD,Pending,2025-04-13T18:05:21.860248,2025-04-14T18:05:21.860248,M456,Flipkart,5326,Kolkata,15.205223,75.588113,7184a12b,iOS,192.168.193.156,Mozilla/5.0,POS,BR172,merchant,b46fffdf-737,419165,true,,Sample transaction,389.69,70.14,38509.04,true,89,2025-04-13T18:05:21.860248,2025-05-25T18:05:21.860335,system,system
f1c2b246-218d-4fb5-bb9e-a31c13e37db8,CUST1022,ACC10000022,debit,Cheque,utilities,40419.17,USD,Success,2025-01-30T18:05:21.860383,2025-01-31T18:05:21.860383,M123,Amazon,5884,Chennai,17.23292,80.380472,671d88d9,Linux,192.168.231.63,Mozilla/5.0,Web,BR620,customer,d9020321-e0f,538032,true,,Sample transaction,404.19,72.75,39942.229999999996,false,34,2025-01-30T18:05:21.860383,2025-05-25T18:05:21.860545,system,system
135ece93-4e77-4706-8b45-e5eb1758e1fa,CUST1023,ACC10000023,reversal,Card,loan,29136.89,USD,Failed,2025-01-02T18:05:21.860580,2025-01-03T18:05:21.860580,M123,Amazon,5065,Mumbai,20.751484,82.571514,77e002b6,Windows,192.168.196.83,Mozilla/5.0,Web,BR200,bank,06e74c8e-c2d,270644,false,,Sample transaction,291.37,52.45,28793.07,false,64,2025-01-02T18:05:21.860580,2025-05-25T18:05:21.860633,system,system
bcde655b-e0a4-45de-a46d-efbf67a736e0,CUST1024,ACC10000024,debit,Card,salary,33854.32,EUR,Success,2025-03-15T18:05:21.860662,2025-03-16T18:05:21.860662,M123,Amazon,5282,Kolkata,23.017034,86.301405,d5b558a1,Windows,192.168.130.244,Mozilla/5.0,Mobile,BR584,bank,1b9798c8-072,625342,false,,Sample transaction,338.54,60.94,33454.84,false,27,2025-03-15T18:05:21.860662,2025-05-25T18:05:21.860722,system,system
7dff9b94-3434-4cf6-a293-2e70779524bc,CUST1025,ACC10000025,refund,Cheque,transfer,15830.25,USD,Pending,2025-04-04T18:05:21.860751,2025-04-05T18:05:21.860751,M789,Reliance Mart,5847,Bangalore,19.100441,76.017295,ff06e48b,Windows,192.168.123.12,Mozilla/5.0,Mobile,BR205,merchant,ae42fb1c-6fa,167572,true,,Sample transaction,158.3,28.49,15643.460000000001,false,45,2025-04-04T18:05:21.860751,2025-05-25T18:05:21.860807,system,system
cf873aa1-7856-4b3e-b90e-8ce4e9d7c5b6,CUST1026,ACC10000026,credit,UPI,shopping,7177.17,EUR,Success,2025-05-15T18:05:21.860836,2025-05-16T18:05:21.860836,M789,Reliance Mart,5963,Bangalore,25.791329,76.176736,5e1e93a3,iOS,192.168.198.169,Mozilla/5.0,ATM,BR521,merchant,f4498fc7-50b,355871,true,,Sample transaction,71.77,12.92,7092.48,true,7,2025-05-15T18:05:21.860836,2025-05-25T18:05:21.860886,system,system
0abbbe51-d182-4588-9d11-a2eea6ee9d80,CUST1027,ACC10000027,reversal,QR,loan,46220.37,INR,Pending,2025-02-08T18:05:21.860916,2025-02-09T18:05:21.860916,M456,Flipkart,5114,Chennai,18.103101,74.771204,00fd51b5,Linux,192.168.3.115,Mozilla/5.0,ATM,BR666,customer,fb0d942f-63c,291566,true,,Sample transaction,462.2,83.2,45674.97000000001,false,8,2025-02-08T18:05:21.860916,2025-05-25T18:05:21.860969,system,system
d572f65a-39ae-4525-8649-0d001cf21bf6,CUST1028,ACC10000028,credit,Cheque,utilities,15852.86,EUR,Pending,2025-02-17T18:05:21.860996,2025-02-18T18:05:21.860996,M789,Reliance Mart,5399,Delhi,14.484275,74.009336,e2d1a481,Linux,192.168.96.62,Mozilla/5.0,Mobile,BR582,customer,61d4c9c8-adf,280552,true,,Sample transaction,158.53,28.54,15665.789999999999,true,99,2025-02-17T18:05:21.860996,2025-05-25T18:05:21.861045,system,system
7c72d87a-796a-4d6b-a985-412cf3aa0037,CUST1029,ACC10000029,credit,Card,salary,4663.69,EUR,Declined,2025-02-25T18:05:21.861073,2025-02-26T18:05:21.861073,M789,Reliance Mart,5649,Mumbai,20.283355,83.323831,6293a6e9,Linux,192.168.24.159,Mozilla/5.0,POS,BR790,bank,81c105a9-e31,604396,false,,Sample transaction,46.64,8.4,4608.65,false,60,2025-02-25T18:05:21.861073,2025-05-25T18:05:21.861137,system,system
c70cc58f-ef6f-4276-b2d4-3dfda23fd571,CUST1030,ACC10000030,refund,Net Banking,transfer,2539.06,EUR,Success,2024-11-26T18:05:21.861182,2024-11-27T18:05:21.861182,M456,Flipkart,5615,Mumbai,20.112719,79.988396,66a992a5,Android,192.168.29.61,Mozilla/5.0,Mobile,BR137,customer,444228fa-93d,462137,false,,Sample transaction,25.39,4.57,2509.1,false,41,2024-11-26T18:05:21.861182,2025-05-25T18:05:21.861262,system,system
d811eb9d-5a05-40f2-ad95-1dc475602c29,CUST1031,ACC10000031,reversal,Cash,salary,26340.29,USD,Success,2024-12-27T18:05:21.861290,2024-12-28T18:05:21.861290,M789,Reliance Mart,5326,Bangalore,24.224692,81.255177,d6518383,Windows,192.168.177.45,Mozilla/5.0,Web,BR112,customer,178a04fa-c49,845786,true,,Sample transaction,263.4,47.41,26029.48,true,53,2024-12-27T18:05:21.861290,2025-05-25T18:05:21.861339,system,system
bbb38d88-f2da-4251-8656-128f97d868b5,CUST1032,ACC10000032,debit,Card,shopping,17258.44,EUR,Declined,2024-12-22T18:05:21.861366,2024-12-23T18:05:21.861366,M456,Flipkart,5054,Kolkata,23.889723,77.336572,55748c47,Windows,192.168.160.195,Mozilla/5.0,ATM,BR126,customer,69074911-44b,847748,false,,Sample transaction,172.58,31.06,17054.799999999996,true,77,2024-12-22T18:05:21.861366,2025-05-25T18:05:21.861437,system,system
34c9c3a6-42e3-4999-9bdb-07714a17ff10,CUST1033,ACC10000033,reversal,Cheque,shopping,47354.7,INR,Pending,2025-03-28T18:05:21.861491,2025-03-29T18:05:21.861491,M789,Reliance Mart,5493,Kolkata,19.115354,81.857581,36204485,Linux,192.168.125.207,Mozilla/5.0,Web,BR233,bank,20d38e92-256,280103,false,,Sample transaction,473.55,85.24,46795.909999999996,false,77,2025-03-28T18:05:21.861491,2025-05-25T18:05:21.861571,system,system
770ec104-e6db-4d6a-8e6e-a4384f6b54e6,CUST1034,ACC10000034,debit,Cash,utilities,17982.27,USD,Declined,2025-03-01T18:05:21.861599,2025-03-02T18:05:21.861599,M456,Flipkart,5111,Kolkata,18.380551,87.072683,38252e74,iOS,192.168.241.115,Mozilla/5.0,ATM,BR631,merchant,f16d6676-c77,578863,true,,Sample transaction,179.82,32.37,17770.08,false,62,2025-03-01T18:05:21.861599,2025-05-25T18:05:21.861647,system,system
a6efe7e9-ce11-49d1-9956-d537cf554f1a,CUST1035,ACC10000035,reversal,UPI,utilities,14585.06,EUR,Pending,2025-04-22T18:05:21.861675,2025-04-23T18:05:21.861675,M789,Reliance Mart,5862,Mumbai,20.490102,81.835871,d208f02e,Linux,192.168.26.11,Mozilla/5.0,ATM,BR291,customer,8fd7e582-40d,954492,false,,Sample transaction,145.85,26.25,14412.96,false,46,2025-04-22T18:05:21.861675,2025-05-25T18:05:21.861726,system,system
c022d356-fe51-44e3-adc9-968be6de11dc,CUST1036,ACC10000036,debit,UPI,fuel,45837.45,EUR,Pending,2025-03-14T18:05:21.861752,2025-03-15T18:05:21.861752,M456,Flipkart,5129,Mumbai,24.687586,82.613445,d5a74729,iOS,192.168.105.33,Mozilla/5.0,POS,BR356,bank,d4dcc7c1-5f5,526752,false,,Sample transaction,458.37,82.51,45296.56999999999,false,21,2025-03-14T18:05:21.861752,2025-05-25T18:05:21.861802,system,system
033c34cb-158d-4bf9-b7c8-0b8fe60565ae,CUST1037,ACC10000037,debit,UPI,loan,25069.44,USD,Failed,2025-05-16T18:05:21.861831,2025-05-17T18:05:21.861831,M789,Reliance Mart,5433,Kolkata,20.003632,87.962522,b5e0d557,Linux,192.168.150.58,Mozilla/5.0,Mobile,BR137,customer,aafa10e1-c76,861104,true,,Sample transaction,250.69,45.12,24773.63,false,73,2025-05-16T18:05:21.861831,2025-05-25T18:05:21.861885,system,system
c824ea4b-3c5c-4931-b64e-5bcb3730032b,CUST1038,ACC10000038,debit,Card,fuel,8619.54,EUR,Failed,2025-02-16T18:05:21.861999,2025-02-17T18:05:21.861999,M456,Flipkart,5792,Bangalore,12.680852,76.853289,78c108fb,Linux,192.168.87.61,Mozilla/5.0,Mobile,BR172,bank,8b47d71f-47e,851971,false,,Sample transaction,86.2,15.52,8517.82,false,55,2025-02-16T18:05:21.861999,2025-05-25T18:05:21.862120,system,system
423a19b0-fc10-4a78-86b7-0352a54aca48,CUST1039,ACC10000039,reversal,Card,loan,48055.18,USD,Pending,2025-05-07T18:05:21.862160,2025-05-08T18:05:21.862160,M456,Flipkart,5905,Delhi,21.208625,81.154413,62c92f3b,Linux,192.168.0.232,Mozilla/5.0,Web,BR980,customer,4fbb7718-da7,862818,true,,Sample transaction,480.55,86.5,47488.13,true,35,2025-05-07T18:05:21.862160,2025-05-25T18:05:21.862257,system,system
575a4b30-794c-4b96-ab1a-0932e678216a,CUST1040,ACC10000040,credit,QR,salary,42384.53,INR,Declined,2025-03-31T18:05:21.862287,2025-04-01T18:05:21.862287,M456,Flipkart,5522,Mumbai,22.33973,84.758966,dfa086f2,Android,192.168.145.220,Mozilla/5.0,ATM,BR915,customer,f2b1b8d3-2b7,527947,false,,Sample transaction,423.85,76.29,41884.39,true,88,2025-03-31T18:05:21.862287,2025-05-25T18:05:21.862341,system,system
e7dd1ea5-2660-4c4d-b3f3-c7cef8341759,CUST1041,ACC10000041,refund,Net Banking,shopping,24070.86,USD,Declined,2025-03-17T18:05:21.862370,2025-03-18T18:05:21.862370,M123,Amazon,5965,Mumbai,16.308009,80.199823,a55feede,Android,192.168.27.50,Mozilla/5.0,POS,BR688,customer,66d88ba3-cb7,752668,false,,Sample transaction,240.71,43.33,23786.82,false,57,2025-03-17T18:05:21.862370,2025-05-25T18:05:21.862437,system,system
3465fb64-4185-4d99-bc12-2b087f9bc072,CUST1042,ACC10000042,debit,Card,fuel,7226.24,INR,Success,2025-04-01T18:05:21.862464,2025-04-02T18:05:21.862464,M789,Reliance Mart,5726,Kolkata,21.851348,80.128146,0c46488a,iOS,192.168.160.93,Mozilla/5.0,Web,BR205,bank,597bc2e0-def,465142,false,,Sample transaction,72.26,13.01,7140.969999999999,true,36,2025-04-01T18:05:21.862464,2025-05-25T18:05:21.862748,system,system
56382561-8e83-4f5e-ad51-768e34568785,CUST1043,ACC10000043,reversal,Cheque,shopping,27902.37,INR,Failed,2025-05-05T18:05:21.862791,2025-05-06T18:05:21.862791,M456,Flipkart,5694,Bangalore,20.394799,86.589449,57f308cd,iOS,192.168.203.159,Mozilla/5.0,ATM,BR382,merchant,3cc6e747-356,918881,false,,Sample transaction,279.02,50.22,27573.129999999997,false,6,2025-05-05T18:05:21.862791,2025-05-25T18:05:21.862855,system,system
aa2d8875-1bcd-4091-b6b8-cda113d8f131,CUST1044,ACC10000044,credit,QR,salary,13740.56,USD,Success,2025-05-23T18:05:21.862884,2025-05-24T18:05:21.862884,M456,Flipkart,5099,Delhi,21.878722,76.296796,76a12fca,iOS,192.168.160.34,Mozilla/5.0,POS,BR614,customer,453305f7-5ba,443590,false,,Sample transaction,137.41,24.73,13578.42,false,54,2025-05-23T18:05:21.862884,2025-05-25T18:05:21.862936,system,system
28b00de7-ecf6-4f89-8f71-8ccb1e6aadcd,CUST1045,ACC10000045,credit,QR,utilities,42781.92,USD,Failed,2025-04-10T18:05:21.862962,2025-04-11T18:05:21.862962,M456,Flipkart,5094,Bangalore,20.377886,80.79448,db35d953,Windows,192.168.215.102,Mozilla/5.0,ATM,BR988,bank,ebdbc8cf-e87,758888,false,,Sample transaction,427.82,77.01,42277.09,true,91,2025-04-10T18:05:21.862962,2025-05-25T18:05:21.863025,system,system
3b7514b3-3c28-41ad-89fe-ec4f355b5cde,CUST1046,ACC10000046,credit,Net Banking,loan,24981.87,USD,Declined,2025-04-23T18:05:21.863061,2025-04-24T18:05:21.863061,M123,Amazon,5108,Delhi,18.520644,86.221558,c8e1e141,Windows,192.168.23.37,Mozilla/5.0,Mobile,BR124,merchant,b4f13158-2f9,635152,true,,Sample transaction,249.82,44.97,24687.079999999998,true,72,2025-04-23T18:05:21.863061,2025-05-25T18:05:21.863171,system,system
4ff90ce1-83b2-4bb6-a95c-e561a197219d,CUST1047,ACC10000047,debit,Net Banking,shopping,32951.96,USD,Failed,2025-02-28T18:05:21.863205,2025-03-01T18:05:21.863205,M456,Flipkart,5823,Chennai,26.695623,86.183369,fd2441e9,Windows,192.168.232.244,Mozilla/5.0,ATM,BR435,customer,5d4896a5-8e3,212620,true,,Sample transaction,329.52,59.31,32563.129999999997,false,34,2025-02-28T18:05:21.863205,2025-05-25T18:05:21.863259,system,system
6df5b07f-8713-42dc-8eda-4bb6deedf2e9,CUST1048,ACC10000048,reversal,QR,utilities,49099.48,USD,Failed,2025-02-04T18:05:21.863295,2025-02-05T18:05:21.863295,M789,Reliance Mart,5517,Bangalore,12.554434,72.898319,4aabd960,Windows,192.168.35.127,Mozilla/5.0,Web,BR734,bank,3fc91263-857,376583,false,,Sample transaction,490.99,88.38,48520.11000000001,false,99,2025-02-04T18:05:21.863295,2025-05-25T18:05:21.863380,system,system
09f62300-5b80-49b5-871e-ef835972474d,CUST1049,ACC10000049,refund,Card,salary,12453.5,EUR,Declined,2025-02-13T18:05:21.863429,2025-02-14T18:05:21.863429,M123,Amazon,5830,Mumbai,21.067804,79.771343,c1a9ecb0,Windows,192.168.145.49,Mozilla/5.0,ATM,BR824,customer,dcf0677e-cfa,135905,false,,Sample transaction,124.53,22.42,12306.55,true,5,2025-02-13T18:05:21.863429,2025-05-25T18:05:21.863502,system,system
e5445aca-457b-4868-a4e1-b42fae540285,CUST1050,ACC10000050,debit,QR,transfer,30762.5,EUR,Declined,2025-01-28T18:05:21.863529,2025-01-29T18:05:21.863529,M456,Flipkart,5907,Bangalore,17.07757,87.491274,3404c23f,Windows,192.168.174.81,Mozilla/5.0,POS,BR880,customer,9a437200-76d,639117,false,,Sample transaction,307.62,55.37,30399.510000000002,true,49,2025-01-28T18:05:21.863529,2025-05-25T18:05:21.863582,system,system
36bc64c8-582e-49d0-90cb-dd03eba683e6,CUST1051,ACC10000051,credit,Cheque,fuel,10417.75,INR,Pending,2024-11-28T18:05:21.863608,2024-11-29T18:05:21.863608,M123,Amazon,5672,Chennai,24.655885,73.258063,1d1a1805,iOS,192.168.139.123,Mozilla/5.0,Mobile,BR496,customer,b32dd4b1-fc7,933739,false,,Sample transaction,104.18,18.75,10294.82,false,1,2024-11-28T18:05:21.863608,2025-05-25T18:05:21.863682,system,system
25f51a5a-5c1d-432e-bf16-ee2cdf65da48,CUST1052,ACC10000052,credit,Cheque,loan,24930.82,USD,Declined,2024-12-30T18:05:21.863719,2024-12-31T18:05:21.863719,M789,Reliance Mart,5371,Mumbai,13.613515,74.531026,03b43a67,iOS,192.168.173.130,Mozilla/5.0,ATM,BR449,customer,68bbe7fe-f05,578652,true,,Sample transaction,249.31,44.88,24636.629999999997,false,79,2024-12-30T18:05:21.863719,2025-05-25T18:05:21.863774,system,system
48ccef9b-2989-48aa-8905-a080aa3e479b,CUST1053,ACC10000053,reversal,Net Banking,salary,31529.76,USD,Pending,2025-04-03T18:05:21.863800,2025-04-04T18:05:21.863800,M789,Reliance Mart,5074,Bangalore,22.280699,78.014329,fee0a029,Windows,192.168.155.79,Mozilla/5.0,Mobile,BR528,bank,ee74888b-0b1,879785,false,,Sample transaction,315.3,56.75,31157.71,true,26,2025-04-03T18:05:21.863800,2025-05-25T18:05:21.863852,system,system
9024df51-c700-4fce-bf58-55c771915bb2,CUST1054,ACC10000054,credit,Cheque,transfer,11047.46,INR,Failed,2025-03-18T18:05:21.863878,2025-03-19T18:05:21.863878,M456,Flipkart,5793,Kolkata,21.244194,86.934588,d7c0b53b,Linux,192.168.100.48,Mozilla/5.0,POS,BR707,bank,8ae62c58-f86,772623,false,,Sample transaction,110.47,19.88,10917.11,true,57,2025-03-18T18:05:21.863878,2025-05-25T18:05:21.863928,system,system
25dc38c3-93b7-4dac-aad4-8adab72a9c6f,CUST1055,ACC10000055,credit,QR,shopping,3006.53,USD,Declined,2024-12-03T18:05:21.863953,2024-12-04T18:05:21.863953,M456,Flipkart,5407,Mumbai,22.06357,74.367409,e8a0b396,Linux,192.168.110.177,Mozilla/5.0,Mobile,BR180,bank,73fd36a9-d26,599165,false,,Sample transaction,30.07,5.41,2971.05,false,4,2024-12-03T18:05:21.863953,2025-05-25T18:05:21.864007,system,system
